NanoHarp 250 Histogram Data			02/04/2021 11:01:44 AM
#channels per curve
1075
#display curve no.
1	2	3	4	5	6	
#memory block no.
1	2	3	4	5	6	
#ns/channel
1024.0000	1024.0000	1024.0000	1024.0000	1024.0000	1024.0000	
#counts
224	197	132	229	231	245	
225	200	105	253	271	210	
200	182	139	243	228	224	
216	183	126	237	273	246	
238	245	129	222	240	200	
185	199	122	218	230	219	
188	185	103	193	215	214	
171	194	123	224	233	193	
203	192	128	207	224	214	
219	192	118	191	251	192	
214	198	94	193	253	212	
189	194	111	205	224	206	
183	218	107	231	233	226	
203	196	120	209	237	219	
209	213	104	186	265	198	
197	190	135	225	237	193	
206	171	129	206	254	192	
216	183	122	239	226	212	
200	194	142	200	254	189	
216	185	99	227	245	196	
226	169	114	207	251	177	
219	193	114	199	240	201	
192	180	131	218	229	193	
182	201	121	232	250	201	
180	205	103	197	257	200	
194	179	118	205	213	206	
188	195	96	194	233	177	
181	165	115	225	223	187	
191	178	113	193	225	197	
172	184	111	210	218	189	
191	168	99	210	241	204	
201	196	111	191	210	193	
196	182	110	188	232	176	
203	160	104	194	233	194	
195	190	96	179	221	183	
180	180	103	187	225	175	
199	184	118	178	211	182	
177	172	118	209	232	177	
196	180	108	176	199	196	
174	158	101	198	224	174	
207	154	101	182	211	174	
184	169	84	212	246	184	
190	176	86	209	232	200	
155	162	114	196	218	167	
189	193	98	177	229	186	
191	158	102	185	198	190	
198	169	113	200	215	182	
185	169	95	199	224	176	
179	169	116	196	202	198	
180	179	91	194	223	193	
177	169	90	192	210	172	
188	169	110	216	187	187	
176	171	120	199	239	159	
156	175	111	180	211	171	
152	157	108	183	201	182	
177	179	98	186	228	187	
174	171	85	204	224	190	
183	163	100	194	227	165	
182	152	96	189	195	184	
168	170	96	172	238	194	
177	157	85	183	244	162	
177	162	107	163	226	174	
180	150	99	164	199	165	
187	177	96	205	212	146	
198	164	99	193	208	161	
172	165	90	194	195	145	
169	168	93	196	199	190	
193	175	100	180	218	177	
184	171	76	186	213	168	
193	169	90	193	197	163	
153	139	81	180	206	164	
151	168	104	173	190	164	
162	147	91	182	191	167	
185	146	109	189	222	153	
135	171	87	176	194	166	
159	162	97	169	222	161	
162	166	88	175	185	156	
174	143	103	176	185	194	
157	149	111	180	162	152	
136	139	106	172	159	148	
189	168	94	169	174	170	
158	167	98	165	179	149	
184	171	94	185	182	158	
173	173	92	170	191	163	
166	149	93	168	211	183	
147	154	75	180	173	176	
179	147	92	171	200	170	
169	146	96	151	183	160	
156	147	108	173	178	156	
150	150	68	175	194	155	
139	131	110	149	170	168	
166	144	90	192	173	145	
136	152	83	155	169	140	
150	153	94	161	189	151	
148	161	79	172	213	167	
160	160	73	173	163	164	
171	156	92	168	175	149	
157	137	89	171	185	171	
143	157	79	159	156	157	
175	143	86	162	189	151	
170	139	84	165	182	138	
144	142	100	153	184	163	
166	133	79	164	194	163	
157	146	89	182	175	136	
153	155	89	162	163	137	
141	146	94	163	181	144	
163	134	85	162	190	139	
175	146	92	151	165	165	
136	145	87	178	175	152	
160	148	87	153	169	134	
124	157	93	140	178	163	
151	145	78	146	150	133	
161	122	84	162	180	147	
146	129	83	128	183	149	
146	124	96	154	180	134	
175	130	99	146	163	146	
152	160	83	154	189	155	
150	153	104	164	169	138	
164	133	89	145	136	145	
143	125	73	157	181	144	
145	117	76	151	177	155	
137	140	72	152	193	117	
134	144	74	151	186	140	
139	137	81	148	163	134	
141	121	78	148	151	140	
143	115	76	172	163	140	
138	168	85	149	160	133	
150	112	78	160	151	151	
146	133	88	147	167	144	
145	148	80	150	175	149	
132	123	73	127	173	156	
123	147	81	169	177	124	
143	138	70	143	187	133	
155	122	76	146	163	116	
142	120	88	152	154	133	
140	129	73	134	168	134	
124	118	68	133	177	139	
129	119	63	164	165	134	
144	139	73	142	158	161	
118	129	82	167	131	117	
141	124	78	145	153	125	
135	127	87	149	167	118	
131	136	74	138	161	138	
129	111	94	126	155	109	
150	121	75	141	165	120	
123	117	83	138	164	117	
132	123	62	166	160	119	
137	114	59	143	140	131	
120	113	69	132	169	135	
128	120	81	128	144	143	
129	117	81	125	162	137	
136	116	86	155	176	141	
121	129	87	148	151	122	
127	120	80	145	154	117	
138	114	72	146	149	134	
112	133	83	143	152	117	
136	115	70	152	168	133	
126	115	60	144	165	121	
110	122	57	135	162	124	
119	122	63	141	114	112	
114	115	62	133	139	123	
120	140	76	135	161	141	
127	112	82	140	132	117	
137	119	79	130	158	119	
119	105	74	144	141	111	
110	123	66	123	154	132	
116	108	75	120	137	97	
111	107	63	127	146	103	
112	115	73	138	165	139	
128	113	86	133	140	119	
119	123	76	123	164	123	
121	98	73	152	147	112	
112	123	74	121	149	127	
113	108	74	150	133	108	
131	106	69	134	126	109	
123	103	69	137	147	108	
111	113	72	129	157	111	
116	103	68	145	140	150	
111	100	59	142	130	119	
114	109	59	125	145	132	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
